,text,party_size_number,spatial_relation,facility,timeRange,sort,country,party_size_description,restaurant_type,restaurant_name,cuisine,served_dish,state,poi,city
1828,"I need a bar for four that serves argentinian in D'Iberville , WY for twelve PM",four,,,twelve PM,,,,bar,,argentinian,,WY,,D'Iberville
1829,book a spot at a Crown Burgers that is close by  West Compton,,close by,,,,,,,Crown Burgers,,,,,West Compton
1830,Book a table at T-Rex  in one minute in Osierfield,,,,in one minute,,,,,T-Rex,,,,,Osierfield
1831,Book a restaurant at a steakhouse  around  in town that serves empanada for me and my son,,around,,,,,me and my son,steakhouse,,,empanada,,in town,
1832,Please get seating for me and my children,,,,,,,me and my children,,,,,,,
1833,book a restaurant for seven on last december in Kentucky,seven,,,last december,,,,restaurant,,,,Kentucky,,
1834,Book a Theme restaurant in Cameroon for 6 people.,6,,,,,Cameroon,,,Theme restaurant,,,,,
1835,"Book reservations at a restaurant with vickie and caitlin on February the second, 2018",,,,"February the second, 2018",,,vickie and caitlin,restaurant,,,,,,
1836,"Book a diner place or me and my best friend on Holy Saturday , capital of United Arab Emirates , where they serve pepperoni dishes",,,,Holy Saturday,,United Arab Emirates,me and my best friend,diner,,,pepperoni,,,
1837,I need a reservation for eight at The Original Soup Man in Northern Mariana Islands,eight,,,,,,,,The Original Soup Man,,,Northern Mariana Islands,,
1838,book a spot for one at a restaurant in ID,one,,,,,,,restaurant,,,,ID,,
1839,book a table around  London Borough of Ealing that is highly rated in a gluten free  bar,,around,,,highly rated,,,bar,,gluten free,,,London Borough of Ealing,
1840,Book me a lunch at Boreas for a party of 8 ,8,,,lunch,,,,,Boreas,,,,,
1841,Book a table for my granddaughter and I at the highly rated  restaurant that is close by in Tuvalu .,,close by,,,highly rated,Tuvalu,my granddaughter and I,restaurant,,,,,,
1842,Book a restaurant  within the same area of Ely for 10 people.,10,within the same area,,,,,,restaurant,,,,,,Ely
1843,I need a restaurant that has internet access for a party of six,six,,internet,,,,,restaurant,,,,,,
1844,Make me a reservation at a bar for a party of 7 in indonesian,7,,,,,,,bar,,indonesian,,,,
1845,I'd like a table for 3 at a brasserie in Hillview  NE that has mineiro,3,,,,,,,brasserie,,mineiro,,NE,,Hillview
1846,book a spot at Leopold Cafe in Bhutan,,,,,,Bhutan,,,Leopold Cafe,,,,,
1847,Reserve a table for ten people in Brenham  in 5 years .,ten,,,in 5 years,,,,,,,,,,Brenham
1848,Get me reservations for an indoor  Honduras  restaurant .,,,indoor,,,Honduras,,restaurant,,,,,,
1849,"I need a reservation for february 27, 2020 at a bar that serves pat̩",,,,"february 27, 2020",,,,bar,,,pat̩,,,
1850,Make me a reservation for elvira and I in Brazil,,,,,,Brazil,elvira and I,,,,,,,
1851,book a spot at an indoor  gastropub in NY,,,indoor,,,,,gastropub,,,,NY,,
1852,Book a reservation for a popular  bakery in Patetown,,,,,popular,,,bakery,,,,,,Patetown
1853,Book a steakhouse with a pool for eight people.,eight,,pool,,,,,steakhouse,,,,,,
1854,book a southeastern  restaurant in Heard Island and McDonald Islands,,,,,,Heard Island and McDonald Islands,,restaurant,,southeastern,,,,
1855,book a spot for 8 at a popular  taverna,8,,,,popular,,,taverna,,,,,,
1856,I would like to book a tea house at 08:05,,,,08:05,,,,tea house,,,,,,
1857,I need a reservation for 2  within walking distance of Hoyt St,2,within walking distance,,,,,,,,,,,Hoyt St,
1858,Book me a restaurant reservation in Madagascar,,,,,,Madagascar,,restaurant,,,,,,
1859,book a spot at a taverna with internet in Mississippi,,,internet,,,,,taverna,,,,Mississippi,,
1860,I would like to book a frozen yogurt  restaurant for one,one,,,,,,,restaurant,,,frozen yogurt,,,
1861,Need book a restaurant for this Autumn in Illinois,,,,this Autumn,,,,restaurant,,,,Illinois,,
1862,I need to book a restaurant at supper time in IL,,,,supper,,,,restaurant,,,,IL,,
1863,Book a restaurant in Switzerland for 3 .,3,,,,,Switzerland,,restaurant,,,,,,
1864,"i'd like reservations for two at a pizzeria , 22 weeks from now .",two,,,22 weeks from now,,,,pizzeria,,,,,,
1865,Need a resevation for a cafeteria stle restaraunt in the country of Liberia for a party of 10 ,10,,,,,Liberia,,cafeteria,country,,,,,
1866,Please reserve a table for five to get chicken fingers at a cafeteria in Mexico .,five,,,,,Mexico,,cafeteria,,,chicken fingers,,,
1867,Book a restaurant in the Marshall Islands for two people.,two,,,,,,,restaurant,,,,Marshall Islands,,
1868,book a restaurant for seven,seven,,,,,,,restaurant,,,,,,
1869,"Book a table at Grecian Coffee House for 7 on Apr. 7th, 2024",7,,,"Apr. 7th, 2024",,,,,Grecian Coffee House,,,,,
1870,book for seven at Cozy Dog Drive In,seven,,,,,,,,Cozy Dog Drive In,,,,,
1871,Find a reservation in Hesston  NC at a new restaurant,,,,,,,,restaurant,,,,NC,,Hesston
1872,book a restaurant for 4,4,,,,,,,restaurant,,,,,,
1873,"book a restaurant  this week for joni, wilda sanders and I in AL",,,,this week,,,"joni, wilda sanders and I",restaurant,,,,AL,,
1874,I need to go to a restaurant a safe distant from the United States,,distant,,,,United States,,restaurant,,,,,,
1875,I need a reservation in Steele City ,,,,,,,,,,,,,,Steele City
1876,Book a table somewhere in Dominica for 2 minutes from now,,,,2 minutes from now,,Dominica,,,,,,,,
1877,Book reservations at Phase 1 in La Jara,,,,,,,,,Phase 1,,,,,La Jara
1878,"book a table for June the thirteenth, 2033 in Saint Barth̩lemy for 6 at an indoor  tea house",6,,indoor,"June the thirteenth, 2033",,Saint Barth̩lemy,,tea house,,,,,,
1879,i want to eat a highly rated  breakfast  restaurant,,,,breakfast,highly rated,,,restaurant,,,,,,
1880,I need a reservation for a party of ten in Algeria .,ten,,,,,Algeria,,,,,,,,
1881,need a table at a restaurant serving foie gras on halloween for two at Northern Mariana Islands,two,,,halloween,,,,restaurant,,,foie gras,Northern Mariana Islands,,
1882,Book me a table at The Restaurant at Meadowood  within the same area in Kentucky,,within the same area,,,,,,,The Restaurant at Meadowood,,,Kentucky,,
1883,I need a restaurant for a party of three,three,,,,,,,restaurant,,,,,,
1884,Book restaurant for party of 7 at a pub in Ford Heights,7,,,,,,,pub,,,,,,Ford Heights
1885,Book a table at a brasserie type restaurant that serves jain for a party of 8,8,,,,,,,restaurant,,jain,,,,
1886,"I want to book a bar in Bow Mar , New Mexico",,,,,,,,bar,,,,New Mexico,,Bow Mar
1887,I want to eat at a brasserie that has internet  near  Greenland at elevenses .,,near,internet,elevenses,,,,brasserie,,,,,,Greenland
1888,Book a reservation for me and my wife at The Middle East in Guernsey,,,,,,Guernsey,me and my wife,,The Middle East,,,,,
1889,I need a reservation for January 9 at a restaurant that serves souvlaki  nearby  Cypress Av for a party of 1,1,nearby,,January 9,,,,restaurant,,,souvlaki,,Cypress Av,
1890,Need table for two in Pleasant City,two,,,,,,,,,,,,,Pleasant City
1891,"book for jessie, dale wright and lupe at a bistro on feb. 20, 2040",,,,"feb. 20, 2040",,,"jessie, dale wright and lupe",bistro,,,,,,
1892,book a spot for 1 at a restaurant this Evening,1,,,Evening,,,,restaurant,,,,,,
1893,I want to book Dinner by Heston Blumenthal in AL .,,,,,,,,,Dinner by Heston Blumenthal,,,AL,,
1894,Book a restaurant for a meal for 4 people.,4,,,meal,,,,restaurant,,,,,,
1895,BOok me a table for 5 at a best rated  restaurant in Italy,5,,,,best rated,Italy,,restaurant,,,,,,
1896,book a table at one o'clock at a bar that has parking,,,parking,one o'clock,,,,bar,,,,,,
1897,book a spot at The Red Onion in San Marino for next week,,,,next week,,San Marino,,,The Red Onion,,,,,
1898,book a table for six at Hubbell House in NE,six,,,,,,,,Hubbell House,,,NE,,
1899,I need a restaurant in Iowa for 0 o'clock,,,,0 o'clock,,,,restaurant,,,,Iowa,,
1900,book a table for three at 0 am at a bar with wifi in Schuyler Lake,three,,wifi,0 am,,,,bar,,,,,,Schuyler Lake
1901,Book a restaurant for one for this month .,one,,,this month,,,,restaurant,,,,,,
1902,book a table at Atlantic Grill in Lofgreen,,,,,,,,,Atlantic Grill,,,,,Lofgreen
1903,I'm looking for the best  bistro that serves mongolian food that has room for two people in Marshall Islands .,two,,,,best,Marshall Islands,,bistro,,mongolian,,,,
1904,book a restaurant for three on feb. 18,three,,,feb. 18,,,,restaurant,,,,,,
1905,Find a pub for me in FM,,,,,,,,pub,,,,FM,,
1906,Book a reservation for a bistro,,,,,,,,bistro,,,,,,
1907,I need a table at a steakhouse in Encino that serves meatcake,,,,,,,,steakhouse,,,meatcake,,,Encino
1908,Book a reservation for bettye and lakeisha jimenez at a bar,,,,,,,bettye and lakeisha jimenez,bar,,,,,,
1909,Book a reservation for seven people at a bar in Kentucky,seven,,,,,,,bar,,,,Kentucky,,
1910,Need a table for a party of 3 in Laos at a Theme restaurant,3,,,,,Laos,,,Theme restaurant,,,,,
1911,Book me a reservation nearby my neighborhood,,nearby,,,,,,,,,,,neighborhood,
1912,Book a table at any restaurant for eight people,eight,,,,,,,restaurant,,,,,,
1913,book for sherry and concepcion in Nunam Iqua at the best  restaurant,,,,,best,,sherry and concepcion,restaurant,,,,,,Nunam Iqua
1914,I have a party of 8 and we want to go to a restaurant that serves croquembouche,8,,,,,,,restaurant,,,croquembouche,,,
1915,Book a table for nine at Canteen Lunch in the Alley at Midnight,nine,,,Midnight,,,,,Canteen Lunch in the Alley,,,,,
1916,I would like to book a food truck with mughlai cuisine in Somalia,,,,,,Somalia,,food truck,,mughlai,,,,
1917,Book a reservation for one at a highly rated  restaurant in Datil,one,,,,highly rated,,,restaurant,,,,,,Datil
1918,"Book a restaurant in Goshenville  PR for October 16, 2038 .",,,,"October 16, 2038",,,,restaurant,,,,PR,,Goshenville
1919,book indian food at a highly rated  pub for 1 for 02:22 pm,1,,,02:22 pm,highly rated,,,pub,,indian,,,,
1920,book me a reservation at a highly rated  tavern in Hornersville,,,,,highly rated,,,tavern,,,,,,Hornersville
1921,"I need a place that serves smelt for a party of 4 , preferably a taverna",4,,,,,,,taverna,,,smelt,,,
1922,I want to book the Black Cat Bar in AR,,,,,,,,,Black Cat Bar,,,AR,,
1923,book at table at Forest Av  restaurant  close-by for 2  1 second from now,2,close-by,,1 second from now,,,,restaurant,,,,,Forest Av,
1924,table for eight at The Berghoff in Sistersville in Jul.,eight,,,Jul.,,,,,The Berghoff,,,,,Sistersville
1925,At 8 AM I want to eat at The Rosebud in the Federated States Of Micronesia,,,,8 AM,,,,,The Rosebud,,,Federated States Of Micronesia,,
1926,I would like to book a brasserie for nine in AR,nine,,,,,,,brasserie,,,,AR,,
1927,book a restaurant  not far from Municipal Borough of Ealing for today,,not far,,today,,,,restaurant,,,,,Municipal Borough of Ealing,
1928,Book the best  close-by  bar in Union City .,,close-by,,,best,,,bar,,,,,Union City,
1929,Book a restaurant  faraway from Albertson  now .,,faraway,,now,,,,restaurant,,,,,,Albertson
1930,"I want to book the distant  downtown  Tribeca Grill for august the twenty-third, 2025 for wilda and jacklyn",,distant,,"august the twenty-third, 2025",,,wilda and jacklyn,,Tribeca Grill,,,,downtown,
1931,book a bar in SC in Leonville,,,,,,,,bar,,,,SC,,Leonville
1932,book a spot for 1 at a pub with internet,1,,internet,,,,,pub,,,,,,
1933,"Book a spot for ten in Morris Ranch  SD on nov. the twenty-second, 2023",ten,,,"nov. the twenty-second, 2023",,,,,,,,SD,,Morris Ranch
1934,I want a table for me and my kids in Turkey at a neighboring  restaurant ,,neighboring,,,,Turkey,me and my kids,restaurant,,,,,,
1935,book a spot at a sushis  diner in Minnesota,,,,,,,,diner,,,sushis,Minnesota,,
1936,Book a restaurant that serves vezione verro  one second from now .,,,,one second from now,,,,restaurant,,,vezione verro,,,
1937,I'd like a reservation for Thornbury Castle  three hours from now in NM .,,,,three hours from now,,,,,Thornbury Castle,,,NM,,
1938,"I want to book a restaurant in a distant  ID  spa for lidia, latasha and diann .",,distant,spa,,,,"lidia, latasha and diann",restaurant,,,,ID,,
1939,book a table for 8 in China  16 hours ten minutes and one second from now,8,,,16 hours ten minutes and one second from now,,China,,,,,,,,
1940,Book a reservation for a popular  restaurant in Federated States Of Micronesia,,,,,popular,,,restaurant,,,,Federated States Of Micronesia,,
1941,book a table at Jacob Wirth Restaurant for 8,8,,,,,,,,Jacob Wirth Restaurant,,,,,
1942,Book a table for april twenty-second at a pub which serves creole,,,,april twenty-second,,,,pub,,creole,,,,
1943,Book a reservation for a taverna at Sunrise in Kaanapali,,,,Sunrise,,,,taverna,,,,,,Kaanapali
1944,Book a reservation for four in Cajah's Mountain  in 1 year,four,,,in 1 year,,,,,,,,,,Cajah's Mountain
1945,Book a cafeteria with wifi,,,wifi,,,,,cafeteria,,,,,,
1946,Can I reserve the Khedive Palace  restaurant for aug. fifth in Christina ?,,,,aug. fifth,,,,restaurant,Khedive Palace,,,,,Christina
1947,Find a restaurant in FM that servec quiche ,,,,,,,,restaurant,,,quiche,FM,,
1948,"Book a restaurant in Northern Mariana Islands with kristine, alisha and florine .",,,,,,,"kristine, alisha and florine",restaurant,,,,Northern Mariana Islands,,
1949,Book The Mustard Seed in Turks and Caicos Islands for 9 people.,9,,,,,Turks and Caicos Islands,,,The Mustard Seed,,,,,
1950,I want to book a restaurant,,,,,,,,restaurant,,,,,,
1951,Get me a reservation for two at a restaurant which serves burger .,two,,,,,,,restaurant,,,burger,,,
1952,I want to book a restaurant in Barbados that serves creole .,,,,,,Barbados,,restaurant,,creole,,,,
1953,I need a reservation for five at a top-rated  english  restaurant in Elma,five,,,,top-rated,,,restaurant,,english,,,,Elma
1954,I need a reservation at sunrise for melva and heidi at a local restaurant .,,,,sunrise,,,melva and heidi,restaurant,,,,,,
1955,I want to take me and my crew to the smoking room  restaurant,,,smoking room,,,,me and my crew,restaurant,,,,,,
1956,need a table at Colony in Sri Lanka  next year,,,,next year,,Sri Lanka,,,Colony,,,,,
1957,book a spot at Rimsky-Korsakoffee House in Mackville,,,,,,,,,Rimsky-Korsakoffee House,,,,,Mackville
1958,Book a brazilian  diner for 9 that's highly rated  within the same area as Comoros,9,within the same area,,,highly rated,Comoros,,diner,,brazilian,,,,
1959,Book reservation at a restaurant in South Mills  MT for one at 07:07,one,,,07:07,,,,restaurant,,,,MT,,South Mills
1960,"Book a restaurant with a pool  far from robbie's hostel for me, chandra and noelle at nine PM .",,far,pool,nine PM,,,"me, chandra and noelle",restaurant,,,,,robbie's hostel,
1961,I'd like to go to a restaurant in French Polynesia,,,,,,French Polynesia,,restaurant,,,,,,
1962,I would like to book a restaurant in Singapore for nine  in 19 hours and 1 second ,nine,,,in 19 hours and 1 second,,Singapore,,restaurant,,,,,,
1963,Book a restaurant for one person at three pm,one,,,three pm,,,,restaurant,,,,,,
1964,book a spot at a coffeehouse in New York with wifi at 8 pm,,,wifi,8 pm,,,,coffeehouse,,,,New York,,
1965,Can you get seating for 1 person at a cafeteria in Pauls Crossroads,1,,,,,,,cafeteria,,,,,,Pauls Crossroads
1966,I need a table at The Apple Pan for reva and bernadine,,,,,,,reva and bernadine,,The Apple Pan,,,,,
1967,I want a reservation for 11:16:07 at The Fort in South Carolina .,,,,11:16:07,,,,,The Fort,,,South Carolina,,
1968,I would like to book a highly rated  brasserie with souvlaki  neighboring  LA  next week ,,neighboring,,next week,highly rated,,,brasserie,,souvlaki,,LA,,
1969,Book a table for 3 at a top-rated  restaurant .,3,,,,top-rated,,,restaurant,,,,,,
1970,Book a restaurant in Kamrar for midday .,,,,midday,,,,restaurant,,,,,,Kamrar
1971,Book a bistro in New Zealand  in 119 and a half days .,,,,in 119 and a half days,,New Zealand,,bistro,,,,,,
1972,Book a brasserie restaurant at 18:28 and order wings .,,,,18:28,,,,brasserie restaurant,,,wings,,,
1973,Book a reservation for my babies and I,,,,,,,my babies and I,,,,,,,
1974,Book a reservation for a restaurant  not far from MA,,not far,,,,,,restaurant,,,,MA,,
1975,I would like to book a restaurant in Tanzania that is within walking distance for my mom and I,,within walking distance,,,,Tanzania,my mom and I,restaurant,,,,,,
1976,Book a reservation for an oyster bar,,,,,,,,oyster bar,,,,,,
1977,Book a reservation for 6 people for a creole  tavern in Montenegro,6,,,,,Montenegro,,tavern,,creole,,,,
1978,I need a table in Sacaton at a gluten free  restaurant,,,,,,,,restaurant,,gluten free,,,,Sacaton
1979,book sot for me and my grandfather  nearby  West Reading,,nearby,,,,,me and my grandfather,,,,,,West Reading,
1980,"Book me and my nieces a reservation for a seafood  restaurant in Cle Elum , NE on ascension day",,,,ascension day,,,me and my nieces,restaurant,,,seafood,NE,,Cle Elum
1981,book spot for two at City Tavern,two,,,,,,,,City Tavern,,,,,
1982,I want to book a brasserie for 3 people in Netherlands Antilles .,3,,,,,Netherlands Antilles,,brasserie,,,,,,
1983,Book me a reservation for the best  bistro,,,,,best,,,bistro,,,,,,
1984,book the best table in Tanzania for 5 people at a diner,5,,,,best,Tanzania,,diner,,,,,,
1985,I want to book a joint in a spa .,,,spa,,,,,joint,,,,,,
1986,book a gastropub that serves turkish food for 4 people,4,,,,,,,gastropub,,turkish,,,,
1987,book spot for 7 at an indoor  restaurant in MP  now,7,,indoor,now,,,,restaurant,,,,MP,,
