,text,spatial_relation,timeRange,movie_name,object_type,object_location_type,movie_type,location_name
1902,find films at Alamo Drafthouse Cinema,,,,,,films,Alamo Drafthouse Cinema
1903,Look up the movie schedule,,,,movie schedule,,,
1904,What movies are playing at the closest  cinema,closest,,,,cinema,movies,
1905,What are the movie schedules for animated movies playing in the neighborhood,in the neighborhood,,,movie schedules,,animated movies,
1906,Can I get the movies showtimes for the closest  movie house .,closest,,,,movie house,movies,
1907,find animated movies  in the area,in the area,,,,,animated movies,
1908,find close by  films with a movie schedule,close by,,,movie schedule,,films,
1909,find films scheudle in the neighborhood at 2,in the neighborhood,2,,,,films,
1910,find movie times,,,,movie times,,,
1911,Show the movie schedule for animated movies  in the neighbourhood,in the neighbourhood,,,movie schedule,,animated movies,
1912,What time is The Glass Key playing at Caribbean Cinemas,,,The Glass Key,,,,Caribbean Cinemas
1913,Show the movie schedule of animated movies  close by,close by,,,movie schedule,,animated movies,
1914,Find the schedule for Death Valley Manhunt .,,,Death Valley Manhunt,schedule,,,
1915,What time is Class playing at Amco Entertainment ?,,,Class,,,,Amco Entertainment
1916,movie schedule for Harkins Theatres,,,,movie schedule,,,Harkins Theatres
1917,Find the schedule for Evening Clothes  in 1 second .,,in 1 second,Evening Clothes,schedule,,,
1918,Where is the closest  movie theatre playing Mighty Baby  now,closest,now,Mighty Baby,,movie theatre,,
1919,Can I see the movie schedules ?,,,,movie schedules,,,
1920,What time does the next movie play around here,around here,,,,,movie,
1921,movie times at Consolidated Theatres,,,,movie times,,,Consolidated Theatres
1922,what movies are showing at Fox Theatres at 11 am,,11 am,,,,movies,Fox Theatres
1923,What time is A Man for Burning playing,,,A Man for Burning,,,,
1924,Can I get the showtimes for The Scarlet and the Black at 12 pm .,,12 pm,The Scarlet and the Black,,,,
1925,Find the movie schedules for animated movies  in the neighbourhood .,in the neighbourhood,,,movie schedules,,animated movies,
1926,What is the movie schedule at Douglas Theatre Company,,,,movie schedule,,,Douglas Theatre Company
1927,Is Love Is a Ball playing right now ?,,now,Love Is a Ball,,,,
1928,find movie times for movies  in the neighborhood,in the neighborhood,,,movie times,,movies,
1929,Show me the movies at the closest  cinema,closest,,,,cinema,movies,
1930,She me movie times at Mann Theatres,,,,movie times,,,Mann Theatres
1931,Is Rented Lips playing at the nearest  cinema,nearest,,Rented Lips,,cinema,,
1932,What time is Kickboxer showing at Cobb Theatres,,,Kickboxer,,,,Cobb Theatres
1933,Give me some movie schedules .,,,,movie schedules,,,
1934,What time is a movie  in the neighbourhood,in the neighbourhood,,,,,movie,
1935,Which animated movies are playing at Megaplex Theatres at tea time?,,tea,,,,animated movies,Megaplex Theatres
1936,what time is One Night Stand showing at Cineplex Odeon Corporation,,,One Night Stand,,,,Cineplex Odeon Corporation
1937,find the closest  cinema for films,closest,,,,cinema,films,
1938,What is the movie schedule for any films playing close by at Sunset,close by,Sunset,,movie schedule,,films,
1939,Can i get the movie times for Fox Theatres ?,,,,movie times,,,Fox Theatres
1940,Find the movie schedule for the Douglas Theatre Company .,,,,movie schedule,,,Douglas Theatre Company
1941,find a movie house for Kickboxer 5 – Redemption,,,Kickboxer 5 – Redemption,,movie house,,
1942,Please tell me the movie schedules ?,,,,movie schedules,,,
1943,What films are playing at the nearest  movie theatre ,nearest,,,,movie theatre,films,
1944,What animated movies are playing at the Douglas Theatre Company,,,,,,animated movies,Douglas Theatre Company
1945,What animated movies are playing at Pacific Theatres,,,,,,animated movies,Pacific Theatres
1946,can I get the movie schedules,,,,movie schedules,,,
1947,Find Secret Command .,,,Secret Command,,,,
1948,Give me the schedule for What a Wonderful Place at Cinemark Theatres,,,What a Wonderful Place,schedule,,,Cinemark Theatres
1949,what time is Achilles and the Tortoise showing,,,Achilles and the Tortoise,,,,
1950,what animated movies are showing in the neighborhood ,in the neighborhood,,,,,animated movies,
1951,I'd like to watch films at Marcus Corporation at twelve P.M.,,twelve P.M.,,,,films,Marcus Corporation
1952,Show movies  in the neighborhood,in the neighborhood,,,,,movies,
1953,What films are at Cineplex Odeon Corporation,,,,,,films,Cineplex Odeon Corporation
1954,Can a I get the movie schedule for Sympathy for the Devil,,,Sympathy for the Devil,schedule,,,
1955,Find movie schedules for animated movies  around here .,around here,,,movie schedules,,animated movies,
1956,what time is Bordertown Trail showing,,,Bordertown Trail,,,,
1957,in the neighbourhood find movies with movie times,in the neighbourhood,,,movie times,,movies,
1958,What cinema has the closest  movies,closest,,,,cinema,movies,
1959,Is Babar: King of the Elephants playing,,,Babar: King of the Elephants,,,,
1960,Is The Ghost playing,,,The Ghost,,,,
1961,Is Bartok the Magnificent playing at seven AM ?,,seven AM,Bartok the Magnificent,,,,
1962,What's the movie schedule,,,,movie schedule,,,
1963,i want to see JLA Adventures: Trapped In Time,,,JLA Adventures: Trapped In Time,,,,
1964,when is The Fox and the Child playing in this cinema,,,The Fox and the Child,,cinema,,
1965,show me the schedule for Rat Rod Rockers !,,,Rat Rod Rockers,schedule,,,
1966,Is Any Which Way You Can playing in 15 seconds,,in 15 seconds,Any Which Way You Can,,,,
1967,I want to see The Portrait of a Lady at the nearest  cinema .,nearest,,The Portrait of a Lady,,cinema,,
1968,Where can I see The Prime Ministers: The Pioneers,,,The Prime Ministers: The Pioneers,,,,
1969,I need to find the movie theatre showing The Crooked Web  closest to me,closest,,The Crooked Web,,movie theatre,,
1970,I want to see While the Sun Shines at the closest  movie house .,closest,,While the Sun Shines,,movie house,,
1971,"I want to see Those Kids from Town , when will it be showing?",,,Those Kids from Town,,,,
1972,Find the schedule for The Comedian at Santikos Theatres .,,,The Comedian,schedule,,,Santikos Theatres
1973,What are the movie schedules for my favorite theaters ,,,,movie schedules,,,theaters
1974,What are the movies showing in the neighbourhood ,in the neighbourhood,,,,,movies,
1975,Is Without Witness playing twenty two hours from now,,twenty two hours from now,Without Witness,,,,
1976,I need animated movies  in the area for dinner time,in the area,dinner,,,,animated movies,
1977,i want to see I Dream of Jeanie in a movie theatre,,,I Dream of Jeanie,,movie theatre,,
1978,Can I see Ellis Island Revisited  in 1 minute,,in 1 minute,Ellis Island Revisited,,,,
1979,I want animated movies at MJR Theatres,,,,,,animated movies,MJR Theatres
1980,show me the schedule for The Oblong Box,,,The Oblong Box,schedule,,,
1981,I want to know if there are any movies playing in the area .,in the area,,,,,movies,
1982,Is What a Wonderful Place showing at Cinemark Theatres,,,What a Wonderful Place,,,,Cinemark Theatres
1983,show the closest  movie theatre that shows Boycott,closest,,Boycott,,movie theatre,,
1984,I want to see DOA: Dead or Alive at Loews Cineplex Entertainment .,,,DOA: Dead or Alive,,,,Loews Cineplex Entertainment
1985,is The Nightmare showing six hours from now at the nearest  cinema .,nearest,six hours from now,The Nightmare,,cinema,,
1986,What is the nearest  movie house with Window Connection playing at lunch,nearest,lunch,Window Connection,,movie house,,
1987,Is Patrick Still Lives showing at AMC Theaters,,,Patrick Still Lives,,,,AMC Theaters
1988,Fine the movie schedules for the Wanda Group .,,,,movie schedules,,,Wanda Group
1989,Give me the movie schedule  nearby,nearby,,,movie schedule,,,
1990,Find the schedule at the Douglas Theatre Company .,,,,schedule,,,Douglas Theatre Company
1991,Show me the movies at Harkins Theatres .,,,,,,movies,Harkins Theatres
1992,what movies at Star Theatres .,,,,,,movies,Star Theatres
1993,I want a movie schedule .,,,,movie schedule,,,
1994,Can I get the movie times,,,,movie times,,,
1995,I want to see Medal for the General,,,Medal for the General,,,,
1996,Can I get the times for movies  in the neighbourhood,in the neighbourhood,,,times,,movies,
1997,May I have the movie schedules for Speakeasy Theaters,,,,movie schedules,,,Speakeasy Theaters
1998,Find animated movies  close by,close by,,,,,animated movies,
1999,Is American Primitive showing in Santikos Theatres,,,American Primitive,,,,Santikos Theatres
2000,what are the movie schedules  in the neighborhood,in the neighborhood,,,movie schedules,,,
2001,Check the schedule for Bow Tie Cinemas .,,,,schedule,,,Bow Tie Cinemas
2002,Check the timings for Snowbound at the closest  movie theatre .,closest,,Snowbound,,movie theatre,,
2003,What are the movie times at Caribbean Cinemas,,,,movie times,,,Caribbean Cinemas
2004,I need films  in the neighborhood,in the neighborhood,,,,,films,
2005,Show the movie schedules  in the neighborhood,in the neighborhood,,,movie schedules,,,
2006,where's the nearest  movie house showing foreign films,nearest,,,,movie house,films,
2007,What movies are showing now at the closest  cinema ?,closest,now,,,cinema,movies,
2008,Is Rumor Has It playing,,,Rumor Has It,,,,
2009,I need a list of Speakeasy Theaters  movie times,,,,movie times,,,Speakeasy Theaters
2010,When is The Outer Space Connection playing at the nearest  cinema .,nearest,,The Outer Space Connection,,cinema,,
2011,Find the movie times at Harkins Theatres .,,,,movie times,,,Harkins Theatres
2012,Find the films at Century Theatres .,,,,,,films,Century Theatres
2013,show the animated movies playing in the neighbourhood,in the neighbourhood,,,,,animated movies,
2014,I want to see Fear Chamber .,,,Fear Chamber,,,,
2015,Show me Southern Theatres  movie times,,,,movie times,,,Southern Theatres
2016,Is The Unnaturals showing at 13 .,,13,The Unnaturals,,,,
2017,Is No Time to Be Young showing at AMC Theaters,,,No Time to Be Young,,,,AMC Theaters
2018,Find the movie schedules for Regal Entertainment Group .,,,,movie schedules,,,Regal Entertainment Group
2019,I want to see Shattered Image .,,,Shattered Image,,,,
2020,Find the schedule at Star Theatres .,,,,schedule,,,Star Theatres
2021,Will I Think I Do be playing at 7 PM ?,,7 PM,I Think I Do,,,,
2022,Show me the schedule for ArcLight Hollywood for only animated movies,,,,schedule,,animated movies,ArcLight Hollywood
2023,Find the schedule for Great Mail Robbery .,,,Great Mail Robbery,schedule,,,
2024,Give me the movies  in the neighborhood ,in the neighborhood,,,,,movies,
2025,What movies are playing close by,close by,,,,,movies,
2026,Is The Two Gladiators playing,,,The Two Gladiators,,,,
2027,What's the movie schedule for Great Escape Theatres,,,,movie schedule,,,Great Escape Theatres
2028,Find the movie schedule  close by,close by,,,movie schedule,,,
2029,I want to see Outcast .,,,Outcast,,,,
2030,show me the schedule of movie The Great Gildersleeve near movie house,,,The Great Gildersleeve,schedule,movie house,,
2031,I need times for A Yiddish World Remembered at Dipson Theatres,,,A Yiddish World Remembered,times,,,Dipson Theatres
2032,Find the movie schedules at Goodrich Quality Theaters .,,,,movie schedules,,,Goodrich Quality Theaters
2033,show me the movie schedule  in the neighbourhood ,in the neighbourhood,,,movie schedule,,,
2034,show me the movie times for films  nearby,nearby,,,movie times,,films,
2035,show the movie times for animated movies  in the neighbourhood,in the neighbourhood,,,movie times,,animated movies,
2036,Is The Eye â Infinity playing at General Cinema Corporation,,,The Eye â Infinity,,,,General Cinema Corporation
2037,Can you check the timings for Super Sweet 16: The Movie ?,,,Super Sweet 16: The Movie,,,,
2038,is We Are Northern Lights playing in any movie theatre,,,We Are Northern Lights,,movie theatre,,
2039,What times will The Young Swordsman be showing at my cinema ?,,,The Young Swordsman,times,cinema,,
2040,Show the Sexy Dance 2 times at the closest  movie house,closest,,Sexy Dance 2,times,movie house,,
2041,what are some close by  animated movies showing,close by,,,,,animated movies,
2042,movie schedules  close by for animated movies,close by,,,movie schedules,,animated movies,
2043,what films are playing close by,close by,,,,,films,
2044,Find the movie schedule  in the area .,in the area,,,movie schedule,,,
2045,Is Cowboy Canteen playing,,,Cowboy Canteen,,,,
2046,Is Rare Birds showing at the nearest  movie theatre at noon .,nearest,noon,Rare Birds,,movie theatre,,
2047,What are the movie times,,,,movie times,,,
2048,Where can I find the movie schedules,,,,movie schedules,,,
2049,Find the movie schedule for North American Cinemas  in eleven seconds .,,in eleven seconds,,movie schedule,,,North American Cinemas
2050,Find the nearest  cinema with movies playing,nearest,,,,cinema,movies,
2051,what are the movie times,,,,movie times,,,
2052,what are the times for The Gingerbread Man,,,The Gingerbread Man,times,,,
2053,What films are playing close by,close by,,,,,films,
2054,Is any cinema playing The Spirit of Youth,,,The Spirit of Youth,,cinema,,
2055,What are the movie times for animated movies  in the neighbourhood,in the neighbourhood,,,movie times,,animated movies,
