,text,artist,entity_name,playlist_owner,playlist,music_item
1877,Put Conway Twitty in the This Is Tchaikovsky playlist.,Conway Twitty,,,This Is Tchaikovsky,
1878,add joshua radin to my playlist called Futuros Hits,joshua radin,,my,Futuros Hits,
1879,Add Art Garfunkel to the Chill Tracks playlist.,Art Garfunkel,,,Chill Tracks,
1880,Add bryan gregory to the playlist Emily Dickinson ,bryan gregory,,,Emily Dickinson,
1881,Add another song to my  this is status quo playlist.,,,my,this is status quo,song
1882,add the album to my  sleep playlist,,,my,sleep,album
1883,add Run Rudolph Run to my  rockin' playlist,,Run Rudolph Run,my,rockin',
1884,Would you put hammer onto the lunch playlist?,,hammer,,lunch,
1885,Put something by Noah Wuv Bernardo on my  Humor playlist,Noah Wuv Bernardo,,my,Humor,
1886,Find focus now list and add eylem to my playlist,eylem,,my,focus now,
1887,add this Eric Weissberg  song to my  Dance Workout,Eric Weissberg,,my,Dance Workout,song
1888,add Rak biszewilo to my playlist named Jazz,,Rak biszewilo,my,Jazz,
1889,put this tune on Guest List TaKe,,,,Guest List TaKe,tune
1890,Add Fear and Bullets to my  Chill Tracks playlist.,,Fear and Bullets,my,Chill Tracks,
1891,I'd like to put duett onto my  hot country playlist.,,duett,my,hot country,
1892,Add r u still in 2 it to the under the surface playlist,,r u still in 2 it,,under the surface,
1893,add this song by George Melly to my  90's Baby Makers playlist,George Melly,,my,90's Baby Makers,song
1894,"Add sugarolly days to my list, your favorite slaughterhouse",,sugarolly days,my,your favorite slaughterhouse,
1895,Add this tune to my  This Is Luis Fonsi playlist,,,my,This Is Luis Fonsi,tune
1896,Include in my dreams in the this is new edition playlist.,,in my dreams,,this is new edition,
1897,Add future to This Is Al Green,,future,,This Is Al Green,
1898,add steve winwood to my playlist old school metal,steve winwood,,my,old school metal,
1899,Add another song to the acoustic soul playlist.,,,,acoustic soul,song
1900,Add el pavo dustin to viajes,el pavo dustin,,,viajes,
1901,add The Muppet Show 2 to my  party through the decades,,The Muppet Show 2,my,party through the decades,
1902,add j p pickens to chill out playlist,j p pickens,,,chill out,
1903,add Monster Monster to my  throwback thursday playlist,,Monster Monster,my,throwback thursday,
1904,Add this track to the playlist kickass metal,,,,kickass metal,track
1905,add song to punk playlist,,,,punk,song
1906,Add changes & things to hot 50 playlist,,changes & things,,hot 50,
1907,Add george baker to hiphop hot 50,george baker,,,hiphop hot 50,
1908,Add this album ny bill callahan to my  Mi Casa Es La Tuya Playlist Oficial list.,bill callahan,,my,Mi Casa Es La Tuya Playlist Oficial,album
1909,Add the artist  LeAnn Rimes to the Women of Indie playlist.,LeAnn Rimes,,,Women of Indie,artist
1910,add sam sparro to my playlist called Beach Vibes,sam sparro,,my,Beach Vibes,
1911,edit Aux Cord Privileges playlist by putting this tune on it,,,,Aux Cord Privileges,tune
1912,add Tim Ryan to my  Grime Shutdown playlist,Tim Ryan,,my,Grime Shutdown,
1913,Can you put this tune onto erin's  house afterwork playlist?,,,erin's,house afterwork,tune
1914,Can you make an addition to the Old Enough To Enjoy This playlist with Martin Barre ?,Martin Barre,,,Old Enough To Enjoy This,
1915,Add artist to Latin Pop Hits,,,,Latin Pop Hits,artist
1916,play used to love her to my  this is animal collective playlist,,used to love her,my,this is animal collective,
1917,Add Guy Warren to my  bossa nova dinner playlist.,Guy Warren,,my,bossa nova dinner,
1918,Add arthur russell to my  Women of Disco playlist.,arthur russell,,my,Women of Disco,
1919,add Francesco De Gregori to my  classical new releases spotify picks playlist,Francesco De Gregori,,my,classical new releases spotify picks,
1920,Play Suus to my  the funny thing about football is playlist,,Suus,my,the funny thing about football is,
1921,Add outside the dream syndicate to millicent's  fresh electronic playlist,,outside the dream syndicate,millicent's,fresh electronic,
1922,Add this tune to the Duetos playlist,,,,Duetos,tune
1923,put playa fly onto my  2010 Decade playlist,playa fly,,my,2010 Decade,
1924,add that was only yesterday the last ep to my  Afternoon Train Ride playlist,,that was only yesterday the last ep,my,Afternoon Train Ride,
1925,I want to put this artist in Mellowed Out Gaming,,,,Mellowed Out Gaming,artist
1926,Add a rachael price  album to TODO EDM,rachael price,,,TODO EDM,album
1927,Put Strange Days onto the Fusion Fest playlist.,,Strange Days,,Fusion Fest,
1928,add this track to my  flamenco pa ti,,,my,flamenco pa ti,track
1929,add Philip Labonte to Women of R&B playlist,Philip Labonte,,,Women of R&B,
1930,add Kisaki to Family Road Trip playlist,Kisaki,,,Family Road Trip,
1931,add Volver to my  pop gaming playlist,,Volver,my,pop gaming,
1932,put Ramy Ayach on Latin Pop Rising,Ramy Ayach,,,Latin Pop Rising,
1933,Add the current artist to my  sxsw latin,,,my,sxsw latin,artist
1934,add tune to my  country playlist,,,my,country,tune
1935,Put nothing remains the same on my  summer music playlist,,nothing remains the same,my,summer music,
1936,add flying to my  Women of Rock playlist,,flying,my,Women of Rock,
1937,I'd like to put RyÅ Yamazaki onto my  sylvia plath playlist.,,RyÅ Yamazaki,my,sylvia plath,
1938,add sweets edison to relaxing playlist,sweets edison,,,relaxing,
1939,Add ana carolina to chill,ana carolina,,,chill,
1940,Add decade in the sun best of stereophonics to laundry .,,decade in the sun best of stereophonics,,laundry,
1941,add artist to my  friendesemana playlist,,,my,friendesemana,artist
1942,I'd like to have this track onto my  Classical Relaxations playlist.,,,my,Classical Relaxations,track
1943,Add the album to my  Flow EspaÃ±ol playlist.,,,my,Flow EspaÃ±ol,album
1944,add digging now to my  Young at Heart playlist,,Young at Heart,my,digging now,
1945,add this song by Too Poetic to my  Piano Ballads playlist,Too Poetic,,my,Piano Ballads,song
1946,Add this album to Old School Death Metal,,,,Old School Death Metal,album
1947,I need to add baro ferret to the Urban Hits under my name,baro ferret,,my,Urban Hits,
1948,Add the album to the Might and Myth Power Metal playlist.,,,,Might and Myth Power Metal,album
1949,"To the travelling playlist, please add this David Gahan  song .",David Gahan,,,travelling,song
1950,Please add some Pete Townshend to my playlist Fiesta Hits con Lali,Pete Townshend,,my,Fiesta Hits con Lali,
1951,I'd like for Kasey Chambers 's tune to be an addition to my  Chips and Salsa playlist.,Kasey Chambers,,my,Chips and Salsa,tune
1952,Add Recalled to Life to This Is Alejandro FernÃ¡ndez,,Recalled to Life,,This Is Alejandro FernÃ¡ndez,
1953,add nuba to my  Metal Party playlist,,nuba,my,Metal Party,
1954,Add jo stafford music to the workout twerkout playlist,jo stafford,,,workout twerkout,
1955,Put Jean Philippe Goncalves onto my  running to rock 170 to 190 bpm .,Jean Philippe Goncalves,,my,running to rock 170 to 190 bpm,
1956,Add the song  virales de siempre by the cary brothers to my gym playlist.,cary brothers,,my,virales de siempre,song
1957,"Onto jerry's  Classical Moments in Movies , please add the album .",,,jerry's,Classical Moments in Movies,album
1958,add Beyond the Valley of 1984 in playlist Folk Music At The Gaslight CafÃ©,,Beyond the Valley of 1984,,Folk Music At The Gaslight CafÃ©,
1959,"Add Jerry Calliste, Jr to my  Te quiero playlist.","Jerry Calliste, Jr",,my,Te quiero,
1960,Add porter wagoner to the The Sleep Machine Waterscapes playlist.,porter wagoner,,,The Sleep Machine Waterscapes,
1961,Add the artist  mike to the Sexy as Folk playlist.,mike,,,Sexy as Folk,artist
1962,Add Brazilian Flag Anthem to Top 100 Alternative Tracks on Spotify,,Brazilian Flag Anthem,,Top 100 Alternative Tracks on Spotify,
1963,Add Andy Hunter to my  Evening Commute playlist.,Andy Hunter,,my,Evening Commute,
1964,Put petar georgiev kalica onto the Old School Hip Hop playlist.,petar georgiev kalica,,,Old School Hip Hop,
1965,Can you add Larry Heard to my  laundry playlist?,Larry Heard,,my,laundry,
1966,Put Vandemataram Srinivas 's track onto HipHop Hot 50 .,Vandemataram Srinivas,,,HipHop Hot 50,track
1967,Add millie corretjer to the rhythm playlist,millie corretjer,,,the rhythm,
1968,Add give us rest to my  70s Smash Hits playlist.,,give us rest,my,70s Smash Hits,
1969,add this track to my  Hands Up playlist,,,my,Hands Up,track
1970,I'd like for you to add bobby brown to my  enamorÃ¡ndose playlist.,bobby brown,,my,enamorÃ¡ndose,
1971,add Jonathan Sprout  album to my  this is miranda lambert playlist,Jonathan Sprout,,my,this is miranda lambert,album
1972,add ireland in the junior eurovision song contest 2015 to my  Jazzy Dinner playlist,,ireland in the junior eurovision song contest 2015,my,Jazzy Dinner,
1973,Add the album to the The Sweet Suite playlist.,,,,The Sweet Suite,album
1974,Add sarah slean to my playlist Mellowed Out Gaming,sarah slean,,my,Mellowed Out Gaming,
1975,Add this album to the Spanish Beat playlist,,,,Spanish Beat,album
1976,Add lofty fake anagram to the la mejor mÃºsica de bso playlist.,,lofty fake anagram,,la mejor mÃºsica de bso,
1977,Add the track to the work playlist.,,,,work,track
1978,Add a song to this is racionais mc's,,,,this is racionais mc's,song
1979,add track in my playlist called Hands Up,,,my,Hands Up,track
1980,Can you put this song from Yutaka Ozaki onto my  this is miles davis playlist?,Yutaka Ozaki,,my,this is miles davis,song
1981,Add a track to playlist Cena con Amigos,,,,Cena con Amigos,track
1982,Add The Famous Flower of Serving-Men to my  evening acoustic playlist.,,The Famous Flower of Serving-Men,my,evening acoustic,
1983,Add a song to Indie Hipster,,,,Indie Hipster,song
1984,Add the 40 cal  tune to the laundry playlist.,40 cal,,,laundry,tune
1985,Add the album to my  Perfect Concentration playlist.,,,my,Perfect Concentration,album
1986,Add the Matt Murphy  tune to the Flow EspaÃ±ol playlist.,Matt Murphy,,,Flow EspaÃ±ol,tune
1987,add A Very Cellular Song to masters of metal playlist,,A Very Cellular Song,,masters of metal,
1988,Can I put this tune onto my  sin estrÃ©s playlist?,,,my,sin estrÃ©s,tune
1989,I'd like to add jordan rudess onto the Divertido para niÃ±os playlist.,jordan rudess,,,Divertido para niÃ±os,
1990,Add kent james to the disney soundtrack.,kent james,,,disney,
1991,Add the artist  Adam Deibert to my  Perfect Concentration playlist.,Adam Deibert,,my,Perfect Concentration,artist
1992,Can you put the artist  Giovanni Giacomo Gastoldi onto the Chill Out Music playlist?,Giovanni Giacomo Gastoldi,,,Chill Out Music,artist
1993,Add the album to the hot 50 playlist.,,,,hot 50,album
1994,add the artist  Pete Murray to my  relaxing playlist,Pete Murray,,my,relaxing,artist
1995,Add the track to the drum & breaks playlist.,,,,drum & breaks,track
1996,For my  fantastic workout can you add sara bareilles ?,sara bareilles,,my,fantastic workout,
1997,Add the boy george  track to the Emo Forever playlist.,boy george,,,Emo Forever,track
1998,Add Ted Heath to the road trip playlist.,Ted Heath,,,road trip,
1999,Can you add last of the ghetto astronauts to the playlist called black sabbath the dio years ?,,last of the ghetto astronauts,,black sabbath the dio years,
2000,Add this artist to Showstopper Being Mary Jane,,,,Showstopper Being Mary Jane,artist
2001,put the artist onto Top Latin Alternative .,,,,Top Latin Alternative,artist
2002,Add Michael Wittig music to Country Icon playlist,Michael Wittig,,,Country Icon,
2003,add Highway Patrolman in my playlist this is al green,,Highway Patrolman,my,this is al green,
2004,Add Richard McNamara newest song to the Just Smile playlist,Richard McNamara,,,Just Smile,song
2005,Add Annesley Malewana  album to playlist indietronic,Annesley Malewana,,,indietronic,album
2006,Add the artist to my  dishwashing playlist.,,,my,dishwashing,artist
2007,Add this artist to fairy tales playlist,,,,fairy tales,artist
2008,add Muzika za decu to my  Crash Course playlist,,Muzika za decu,my,Crash Course,
2009,Add a derek watkins  tune to This Is Johnny Cash,derek watkins,,,This Is Johnny Cash,tune
2010,Add our little corner of the world music from gilmore girls to my  The Funny Thing About Football Is playlist.,,our little corner of the world music from gilmore girls,my,The Funny Thing About Football Is,
2011,add the current track to my  This Is Tchaikovsky playlist,,,my,This Is Tchaikovsky,track
2012,Put abe laboriel onto the Escapada playlist.,abe laboriel,,,Escapada,
2013,add abacab to beryl's  party on fridays playlist,,abacab,beryl's,party on fridays,
2014,Please add this track by Paul McGuigan to the Deep House playlist.,Paul McGuigan,,,Deep House,track
2015,can you add the current tune to my  Calm before the storm playlist,,,my,Calm before the storm,tune
2016,Please add The image of you to my playlist Crate Diggers Anonymous,,The image of you,my,Crate Diggers Anonymous,
2017,Add a track to Jazzy Dinner,,,,Jazzy Dinner,track
2018,Add the album to the Hipster Soul playlist.,,,,Hipster Soul,album
2019,add this tune to my  Sleepify playlist,,,my,Sleepify,tune
2020,Add jack white to my playlist This Is Shakira,jack white,,my,This Is Shakira,
2021,add tommy johnson to The MetalSucks Playlist,tommy johnson,,,The MetalSucks Playlist,
2022,Add the chris clark  tune to my  women of the blues playlist.,chris clark,,my,women of the blues,tune
2023,Add an artist to Jukebox Boogie Rhythm & Blues,,,,Jukebox Boogie Rhythm & Blues,artist
2024,add this artist to my  Electronic Bliss playlist,,,my,Electronic Bliss,artist
2025,I need to add to my  Infinite Indie Folk list the works of Rahim Shah,Rahim Shah,,my,Infinite Indie Folk,
2026,Add martin barre to my  punk unplugged playlist.,martin barre,,my,punk unplugged,
2027,add tierney sutton to my  Novedades Viernes SudamÃ©rica playlist,tierney sutton,,my,Novedades Viernes SudamÃ©rica,
2028,Add this tune to dorthy's  80's party playlist,,,dorthy's,80's party,tune
2029,A Very Cellular Song needs to be added to my  masters of metal playlist,,A Very Cellular Song,my,masters of metal,
2030,Add Toyan to my  Epic Gaming playlist.,Toyan,,my,Epic Gaming,
2031,Add the song to the Mac 'N Cheese playlist.,,,,Mac 'N Cheese,song
2032,add this artist to my  spotlight on country 2016 playlist,,,my,spotlight on country 2016,artist
2033,Add a song to my playlist madden nfl 16,,,my,madden nfl 16,song
2034,Add emilie autumn to my  NaÃ§Ã£o Reggae playlist.,emilie autumn,,my,NaÃ§Ã£o Reggae,
2035,add Farhad Darya songs in virales de siempre,Farhad Darya,,,virales de siempre,
2036,add a song in my  All Out 60s,,,my,All Out 60s,song
2037,add we have a theme song to my  House Afterwork playlist,,we have a theme song,my,House Afterwork,
2038,add the song to my  We Everywhere playlist,,,my,We Everywhere,song
2039,Add Roel van Velzen to my  party of the century playlist.,Roel van Velzen,,my,party of the century,
2040,Add the artist to the political punks playlist.,,,,political punks,artist
